"iso3c","date","SCI","SCI_rank"
"MEX",2016,98.8889,1
"PER",2014,98.8888888888889,1
"KGZ",2019,96.6666666666667,1
"ROU",2006,96.6666666666667,1
"ROU",2007,96.6666666666667,1
"ROU",2008,96.6666666666667,1
"ARG",2015,95.5555666666667,2
"CHL",2015,95.5555666666667,2
"CHL",2016,95.5555666666667,2.5
"KAZ",2017,95.5555666666667,1
"MDA",2015,95.5555666666667,2
"MDA",2016,95.5555666666667,2.5
"CHL",2013,95.5555555555556,1
"CHL",2014,95.5555555555556,2
"GEO",2010,95.5555555555556,1.5
"GEO",2011,95.5555555555556,1.5
"ROU",2009,95.5555555555556,1
"ROU",2010,95.5555555555556,1.5
"ROU",2011,95.5555555555556,1.5
"HRV",2004,95.5555555555555,1
"HRV",2005,95.5555555555555,1
"KAZ",2007,95.5555555555555,2
"KAZ",2008,95.5555555555555,2
"KAZ",2010,95.5555555555555,3.5
"URY",2010,95.5555555555555,3.5
"ARM",2020,94.4444666666667,1
"CHL",2007,94.4444444444445,3
"HRV",2006,94.4444444444445,2
"BGR",2008,94.4444444444444,3.5
"CHL",2010,94.4444444444444,5
"CHL",2011,94.4444444444444,3.5
"CHL",2012,94.4444444444444,2.5
"GEO",2012,94.4444444444444,2.5
"KAZ",2009,94.4444444444444,2
"KAZ",2012,94.4444444444444,2.5
"KAZ",2013,94.4444444444444,2.5
"KGZ",2008,94.4444444444444,3.5
"MDA",2013,94.4444444444444,2.5
"MDA",2014,94.4444444444444,3
"URY",2011,94.4444444444444,3.5
"URY",2012,94.4444444444444,2.5
"ARM",2018,93.3333666666667,1
"ARM",2019,93.3333666666667,2
"MUS",2015,93.3333666666667,4
"MEX",2017,93.3333666666667,2
"ARM",2009,93.3333333333333,3
"ARM",2015,93.3333333333333,5.5
"BGR",2006,93.3333333333333,3
"BGR",2007,93.3333333333333,4
"CHL",2017,93.3333333333333,3.5
"KAZ",2018,93.3333333333333,2.5
"KGZ",2018,93.3333333333333,2.5
"MEX",2019,93.3333333333333,3
"PER",2004,93.3333333333333,2
"PER",2015,93.3333333333333,5.5
"PER",2016,93.3333333333333,4
"ROU",2005,93.3333333333333,2
"SRB",2017,93.3333333333333,3.5
"SRB",2014,92.3333333333333,4
"ARM",2016,92.2222333333333,6
"SLV",2016,92.2222333333333,6
"SLV",2017,92.2222333333333,5.5
"KAZ",2016,92.2222333333333,6
"MEX",2015,92.2222333333333,7
"MDA",2017,92.2222333333333,5.5
"MDA",2018,92.2222333333333,4
"MNG",2020,92.2222333333333,2
"ARG",2004,92.2222222222222,3
"ARM",2008,92.2222222222222,6.5
"ARM",2010,92.2222222222222,6
"ARM",2011,92.2222222222222,5.5
"CHL",2008,92.2222222222222,6.5
"CHL",2009,92.2222222222222,5
"GEO",2013,92.2222222222222,4.5
"KAZ",2011,92.2222222222222,5.5
"PHL",2008,92.2222222222222,6.5
"PHL",2009,92.2222222222222,5
"ROU",2012,92.2222222222222,5.5
"UKR",2012,92.2222222222222,5.5
"URY",2008,92.2222222222222,6.5
"URY",2009,92.2222222222222,5
"URY",2013,92.2222222222222,4.5
"EGY",2015,91.1111333333333,8.5
"SLV",2015,91.1111333333333,8.5
"IND",2017,91.1111333333333,7
"MUS",2016,91.1111333333333,8
"MNG",2019,91.1111333333333,4
"BRA",2007,91.1111111111111,6
"BGR",2009,91.1111111111111,7.5
"BGR",2010,91.1111111111111,7.5
"BGR",2011,91.1111111111111,7
"BGR",2012,91.1111111111111,8
"CHL",2004,91.1111111111111,4
"CHL",2005,91.1111111111111,3.5
"CHL",2006,91.1111111111111,4.5
"EGY",2006,91.1111111111111,4.5
"SLV",2010,91.1111111111111,7.5
"SLV",2012,91.1111111111111,8
"SLV",2013,91.1111111111111,7
"SLV",2014,91.1111111111111,5.5
"KGZ",2005,91.1111111111111,3.5
"KGZ",2007,91.1111111111111,6
"KGZ",2009,91.1111111111111,7.5
"MDA",2012,91.1111111111111,8
"SRB",2013,91.1111111111111,7
"ZAF",2007,91.1111111111111,6
"UKR",2013,91.1111111111111,7
"UKR",2014,91.1111111111111,5.5
"ARM",2017,91.1111,8
"CRI",2018,91.1111,5
"CRI",2019,91.1111,5.5
"CRI",2020,91.1111,3.5
"MDA",2019,91.1111,5.5
"MDA",2020,91.1111,3.5
"UKR",2015,91.1111,10
"ARM",2007,90,9
"BRA",2006,90,7.5
"BGR",2018,90,7
"CHL",2018,90,7
"CHL",2019,90,7
"HRV",2008,90,10
"EGY",2013,90,9
"EGY",2014,90,7.5
"IDN",2007,90,9
"IDN",2008,90,10
"KAZ",2015,90,11.5
"KGZ",2006,90,7.5
"KGZ",2017,90,10
"KGZ",2020,90,5
"MEX",2018,90,7
"PER",2017,90,10
"RUS",2011,90,8
"SRB",2015,90,11.5
"SRB",2016,90,9
"ZAF",2006,90,7.5
"THA",2017,90,10
"URY",2006,90,7.5
"URY",2007,90,9
"URY",2014,90,7.5
"VEN",2008,90,10
"ALB",2017,88.8889,12.5
"ARG",2016,88.8889,11
"COL",2016,88.8889,11
"COL",2017,88.8889,12.5
"SLV",2019,88.8889,9
"GEO",2015,88.8889,13
"GEO",2016,88.8889,11
"IDN",2019,88.8889,9
"SRB",2019,88.8889,9
"SRB",2020,88.8889,6
"ARG",2005,88.8888888888889,5
"ARG",2006,88.8888888888889,10.5
"ARM",2013,88.8888888888889,10.5
"HRV",2009,88.8888888888889,9.5
"EGY",2011,88.8888888888889,10.5
"GEO",2008,88.8888888888889,12
"GEO",2009,88.8888888888889,9.5
"KAZ",2006,88.8888888888889,10.5
"KAZ",2014,88.8888888888889,9
"KGZ",2010,88.8888888888889,9.5
"MEX",2011,88.8888888888889,10.5
"PER",2013,88.8888888888889,10.5
"PHL",2007,88.8888888888889,11
"PHL",2010,88.8888888888889,9.5
"PHL",2011,88.8888888888889,10.5
"ROU",2004,88.8888888888889,5
"UKR",2011,88.8888888888889,10.5
"URY",2015,88.8888666666667,14
"URY",2016,88.8888666666667,13
"ALB",2020,87.7778,7
"BGR",2019,87.7778,11
"GEO",2018,87.7778,9
"ARG",2009,87.7777777777778,12
"ARM",2014,87.7777777777778,11
"BLR",2014,87.7777777777778,11
"HRV",2007,87.7777777777778,12.5
"HRV",2013,87.7777777777778,12.5
"EGY",2005,87.7777777777778,7
"EGY",2007,87.7777777777778,12.5
"EGY",2009,87.7777777777778,12
"SLV",2011,87.7777777777778,13
"KAZ",2005,87.7777777777778,7
"KGZ",2004,87.7777777777778,6
"MEX",2012,87.7777777777778,10
"MEX",2013,87.7777777777778,12.5
"ROU",2014,87.7777777777778,11
"RUS",2005,87.7777777777778,7
"RUS",2010,87.7777777777778,11.5
"UKR",2006,87.7777777777778,12
"UKR",2009,87.7777777777778,12
"UKR",2010,87.7777777777778,11.5
"BLR",2015,87.7777666666667,15
"BLR",2016,87.7777666666667,14.5
"BLR",2017,87.7777666666667,15
"BGR",2017,87.7777666666667,15
"CRI",2017,87.7777666666667,15
"EGY",2016,87.7777666666667,14.5
"GEO",2019,87.7777666666667,12
"GEO",2020,87.7777666666667,8
"GEO",2017,86.6667,17
"MKD",2018,86.6667,10
"ARG",2008,86.6666666666667,15.5
"ARG",2010,86.6666666666667,13.5
"ARM",2006,86.6666666666667,14.5
"ARM",2012,86.6666666666667,12.5
"BLR",2012,86.6666666666667,12.5
"BLR",2013,86.6666666666667,14.5
"BLR",2019,86.6666666666667,13.5
"BRA",2005,86.6666666666667,12
"BRA",2008,86.6666666666667,15.5
"BRA",2009,86.6666666666667,16
"BGR",2004,86.6666666666667,9
"BGR",2005,86.6666666666667,12
"CHL",2020,86.6666666666667,9.5
"COL",2004,86.6666666666667,9
"HRV",2011,86.6666666666667,14
"HRV",2012,86.6666666666667,12.5
"HRV",2020,86.6666666666667,9.5
"ECU",2005,86.6666666666667,12
"ECU",2006,86.6666666666667,14.5
"ECU",2007,86.6666666666667,15.5
"EGY",2008,86.6666666666667,15.5
"EGY",2012,86.6666666666667,12.5
"EGY",2018,86.6666666666667,11.5
"IDN",2004,86.6666666666667,9
"IDN",2009,86.6666666666667,16
"IDN",2010,86.6666666666667,13.5
"IDN",2016,86.6666666666667,16
"IDN",2017,86.6666666666667,18
"KAZ",2004,86.6666666666667,9
"KAZ",2019,86.6666666666667,13.5
"KGZ",2014,86.6666666666667,13
"MDA",2006,86.6666666666667,14.5
"MDA",2007,86.6666666666667,15.5
"MDA",2008,86.6666666666667,15.5
"PHL",2005,86.6666666666667,12
"POL",2005,86.6666666666667,12
"POL",2006,86.6666666666667,14.5
"POL",2007,86.6666666666667,15.5
"POL",2008,86.6666666666667,15.5
"POL",2009,86.6666666666667,16
"ROU",2013,86.6666666666667,14.5
"SRB",2018,86.6666666666667,11.5
"ZAF",2004,86.6666666666667,9
"ZAF",2005,86.6666666666667,12
"ZAF",2008,86.6666666666667,15.5
"TUR",2009,86.6666666666667,16
"UKR",2005,86.6666666666667,12
"VEN",2007,86.6666666666667,15.5
"VEN",2009,86.6666666666667,16
"EGY",2019,85.5556,15
"ARG",2017,85.5555666666667,20
"BGR",2020,85.5555666666667,12.5
"SLV",2018,85.5555666666667,13.5
"IDN",2018,85.5555666666667,13.5
"IDN",2020,85.5555666666667,12.5
"KGZ",2016,85.5555666666667,17.5
"MUS",2017,85.5555666666667,20
"MUS",2019,85.5555666666667,16.5
"MUS",2020,85.5555666666667,12.5
"MNE",2019,85.5555666666667,16.5
"MNE",2020,85.5555666666667,12.5
"POL",2015,85.5555666666667,16.5
"THA",2015,85.5555666666667,16.5
"THA",2016,85.5555666666667,17.5
"TUR",2017,85.5555666666667,20
"BGR",2013,85.5555555555556,16.5
"COL",2007,85.5555555555556,18
"COL",2009,85.5555555555556,19.5
"GTM",2009,85.5555555555556,19.5
"GTM",2010,85.5555555555556,15.5
"GTM",2011,85.5555555555556,15
"IDN",2006,85.5555555555556,17
"POL",2010,85.5555555555556,15.5
"TUR",2013,85.5555555555556,16.5
"URY",2005,85.5555555555556,16
"ARG",2007,85.5555555555555,20
"ARG",2011,85.5555555555555,17
"ARG",2012,85.5555555555555,15
"BLR",2010,85.5555555555555,18
"BLR",2011,85.5555555555555,17
"EGY",2010,85.5555555555555,18
"GEO",2005,85.5555555555555,17
"GEO",2006,85.5555555555555,18
"GEO",2007,85.5555555555555,20
"MUS",2014,85.5555555555555,14.5
"MEX",2010,85.5555555555555,18
"MEX",2014,85.5555555555555,14.5
"PAK",2007,85.5555555555555,20
"TUR",2011,85.5555555555555,17
"URY",2017,85.5555333333333,22
"IDN",2015,84.4444666666667,18
"MAR",2016,84.4444666666667,19
"ROU",2020,84.4444666666667,15
"LKA",2018,84.4444666666667,15
"ARM",2005,84.4444444444444,19
"BLR",2009,84.4444444444444,23.5
"BRA",2011,84.4444444444444,20.5
"BGR",2014,84.4444444444444,17.5
"COL",2010,84.4444444444444,21.5
"COL",2011,84.4444444444444,20.5
"COL",2012,84.4444444444444,17
"HRV",2010,84.4444444444444,21.5
"ECU",2008,84.4444444444444,20.5
"ECU",2009,84.4444444444444,23.5
"SLV",2009,84.4444444444444,23.5
"IDN",2005,84.4444444444444,19
"KGZ",2011,84.4444444444444,20.5
"KGZ",2012,84.4444444444444,17
"KGZ",2013,84.4444444444444,19
"MYS",2006,84.4444444444444,19
"MYS",2009,84.4444444444444,23.5
"MDA",2009,84.4444444444444,23.5
"MDA",2010,84.4444444444444,21.5
"MDA",2011,84.4444444444444,20.5
"MKD",2014,84.4444444444444,17.5
"PAK",2008,84.4444444444444,20.5
"PER",2005,84.4444444444444,19
"PHL",2013,84.4444444444444,19
"POL",2013,84.4444444444444,19
"RUS",2009,84.4444444444444,23.5
"RUS",2014,84.4444444444444,17.5
"TUR",2008,84.4444444444444,20.5
"TUR",2010,84.4444444444444,21.5
"TUR",2012,84.4444444444444,17
"TUR",2014,84.4444444444444,17.5
"UKR",2007,84.4444444444444,22
"UKR",2008,84.4444444444444,20.5
"BRA",2018,84.4444333333333,16
"BRA",2019,84.4444333333333,18
"BGR",2015,84.4444333333333,20
"BGR",2016,84.4444333333333,20.5
"COL",2015,84.4444333333333,20
"CRI",2015,84.4444333333333,20
"CRI",2016,84.4444333333333,20.5
"ARG",2014,83.3333333333333,22
"BLR",2005,83.3333333333333,22
"BLR",2007,83.3333333333333,23.5
"BLR",2008,83.3333333333333,24
"BLR",2020,83.3333333333333,16.5
"BRA",2004,83.3333333333333,13
"BRA",2010,83.3333333333333,24.5
"HRV",2014,83.3333333333333,22
"HRV",2017,83.3333333333333,25.5
"HRV",2018,83.3333333333333,18.5
"DOM",2016,83.3333333333333,23
"DOM",2017,83.3333333333333,25.5
"EGY",2017,83.3333333333333,25.5
"GTM",2008,83.3333333333333,24
"IDN",2011,83.3333333333333,24
"IDN",2012,83.3333333333333,20.5
"IDN",2014,83.3333333333333,22
"MDA",2005,83.3333333333333,22
"MNG",2013,83.3333333333333,21.5
"MNG",2014,83.3333333333333,22
"NIC",2005,83.3333333333333,22
"MKD",2015,83.3333333333333,22
"PAK",2009,83.3333333333333,27
"PER",2012,83.3333333333333,20.5
"PER",2018,83.3333333333333,18.5
"PHL",2006,83.3333333333333,20
"PHL",2012,83.3333333333333,20.5
"POL",2004,83.3333333333333,13
"RUS",2007,83.3333333333333,23.5
"RUS",2008,83.3333333333333,24
"RUS",2017,83.3333333333333,25.5
"RUS",2018,83.3333333333333,18.5
"SRB",2011,83.3333333333333,24
"SRB",2012,83.3333333333333,20.5
"LKA",2016,83.3333333333333,23
"LKA",2017,83.3333333333333,25.5
"THA",2011,83.3333333333333,24
"THA",2014,83.3333333333333,22
"THA",2020,83.3333333333333,16.5
"UKR",2004,83.3333333333333,13
"UKR",2016,83.3333333333333,23
"VEN",2010,83.3333333333333,24.5
"VNM",2017,83.3333333333333,25.5
"VNM",2018,83.3333333333333,18.5
"PSE",2013,83.3333333333333,21.5
"EGY",2020,82.2222666666667,18
"JOR",2019,82.2222666666667,19
"ALB",2016,82.2222333333333,26.5
"ALB",2018,82.2222333333333,23
"AZE",2017,82.2222333333333,29
"COL",2018,82.2222333333333,23
"COL",2020,82.2222333333333,20.5
"SLV",2020,82.2222333333333,20.5
"KGZ",2015,82.2222333333333,25
"MUS",2018,82.2222333333333,23
"MKD",2019,82.2222333333333,21
"PHL",2020,82.2222333333333,20.5
"POL",2018,82.2222333333333,23
"POL",2019,82.2222333333333,21
"ROU",2015,82.2222333333333,25
"RUS",2019,82.2222333333333,21
"RUS",2020,82.2222333333333,20.5
"ZAF",2016,82.2222333333333,26.5
"THA",2018,82.2222333333333,23
"TUR",2015,82.2222333333333,25
"VEN",2015,82.2222333333333,25
"VEN",2016,82.2222333333333,26.5
"VNM",2015,82.2222333333333,25
"VNM",2016,82.2222333333333,26.5
"COL",2008,82.2222222222222,26
"CRI",2004,82.2222222222222,17
"ECU",2004,82.2222222222222,17
"ECU",2010,82.2222222222222,26.5
"ECU",2011,82.2222222222222,26.5
"GEO",2014,82.2222222222222,26
"GTM",2012,82.2222222222222,24.5
"MAR",2006,82.2222222222222,22
"MAR",2007,82.2222222222222,25
"MAR",2009,82.2222222222222,28
"PAN",2014,82.2222222222222,26
"POL",2011,82.2222222222222,26.5
"POL",2012,82.2222222222222,24.5
"RUS",2012,82.2222222222222,24.5
"RUS",2013,82.2222222222222,23
"ZAF",2010,82.2222222222222,26.5
"THA",2004,82.2222222222222,17
"THA",2005,82.2222222222222,24.5
"THA",2006,82.2222222222222,22
"THA",2012,82.2222222222222,24.5
"TUR",2004,82.2222222222222,17
"URY",2004,82.2222222222222,17
"VEN",2005,82.2222222222222,24.5
"VEN",2006,82.2222222222222,22
"PSE",2014,82.2222222222222,26
"MNG",2016,82.2222,29.5
"PHL",2015,82.2222,28
"PHL",2016,82.2222,29.5
"PHL",2017,82.2222,30
"HRV",2016,81.1111333333333,32.5
"HRV",2019,81.1111333333333,24.5
"IND",2016,81.1111333333333,32.5
"MAR",2015,81.1111333333333,30
"MKD",2017,81.1111333333333,31.5
"PHL",2018,81.1111333333333,27
"PHL",2019,81.1111333333333,24.5
"ROU",2017,81.1111333333333,31.5
"ROU",2018,81.1111333333333,27
"RUS",2015,81.1111333333333,30
"RUS",2016,81.1111333333333,32.5
"SEN",2018,81.1111333333333,27
"ZAF",2020,81.1111333333333,23.5
"LKA",2019,81.1111333333333,24.5
"TJK",2015,81.1111333333333,30
"TJK",2016,81.1111333333333,32.5
"TUR",2019,81.1111333333333,24.5
"TUR",2020,81.1111333333333,23.5
"ALB",2006,81.1111111111111,24.5
"COL",2013,81.1111111111111,24
"COL",2014,81.1111111111111,29
"IND",2010,81.1111111111111,28.5
"IND",2014,81.1111111111111,29
"IRN",2009,81.1111111111111,30
"JAM",2011,81.1111111111111,29
"MYS",2007,81.1111111111111,26.5
"MKD",2008,81.1111111111111,27.5
"PAK",2006,81.1111111111111,24.5
"PER",2009,81.1111111111111,30
"PER",2010,81.1111111111111,28.5
"PER",2011,81.1111111111111,29
"PHL",2004,81.1111111111111,20
"ZAF",2009,81.1111111111111,30
"ZAF",2011,81.1111111111111,29
"THA",2007,81.1111111111111,26.5
"THA",2008,81.1111111111111,27.5
"TUR",2005,81.1111111111111,26
"VEN",2014,81.1111111111111,29
"ARG",2018,81.1111,30
"BLR",2018,81.1111,30
"BRA",2020,81.1111,25
"COL",2019,81.1111,27
"MYS",2017,81.1111,33
"MNG",2018,81.1111,30
"MKD",2016,81.1111,35
"ZAF",2015,81.1111,32
"HRV",2015,80.0000333333333,33
"LKA",2020,80.0000333333333,26
"ALB",2007,80,29.5
"ARG",2019,80,30
"AZE",2020,80,29
"BGD",2014,80,31
"BLR",2004,80,23
"BLR",2006,80,28.5
"CHN",2016,80,36
"CHN",2018,80,32.5
"CHN",2019,80,30
"CHN",2020,80,29
"CIV",2004,80,23
"CIV",2005,80,27.5
"ETH",2009,80,33
"ETH",2010,80,31
"GTM",2004,80,23
"GTM",2006,80,28.5
"GTM",2007,80,29.5
"IND",2006,80,28.5
"IND",2008,80,31.5
"IDN",2013,80,26.5
"IRN",2007,80,29.5
"IRN",2008,80,31.5
"IRN",2018,80,32.5
"MYS",2008,80,31.5
"MYS",2010,80,31
"MUS",2012,80,27.5
"MEX",2009,80,33
"MEX",2020,80,29
"MNG",2007,80,29.5
"MNG",2008,80,31.5
"MAR",2004,80,23
"MAR",2008,80,31.5
"NPL",2006,80,28.5
"MKD",2012,80,27.5
"MKD",2013,80,26.5
"PAK",2005,80,27.5
"PER",2006,80,28.5
"PER",2008,80,31.5
"PER",2019,80,30
"PER",2020,80,29
"SEN",2019,80,30
"THA",2009,80,33
"THA",2010,80,31
"THA",2013,80,26.5
"THA",2019,80,30
"TUR",2006,80,28.5
"URY",2020,80,29
"VEN",2004,80,23
"VEN",2013,80,26.5
"PSE",2015,80,34
"PSE",2017,80,34
"JOR",2018,78.8889333333333,34
"ALB",2019,78.8889,34.5
"ARG",2020,78.8889,33
"BOL",2015,78.8889,36
"CHN",2017,78.8889,35.5
"DOM",2015,78.8889,36
"GTM",2017,78.8889,35.5
"IRN",2016,78.8889,37
"IRN",2019,78.8889,34.5
"KAZ",2020,78.8889,33
"MYS",2018,78.8889,35
"MYS",2019,78.8889,34.5
"PAN",2015,78.8889,36
"POL",2020,78.8889,33
"VNM",2019,78.8889,34.5
"AZE",2005,78.8888888888889,31
"AZE",2006,78.8888888888889,33
"AZE",2007,78.8888888888889,33.5
"AZE",2008,78.8888888888889,35.5
"AZE",2009,78.8888888888889,35
"AZE",2010,78.8888888888889,35
"BTN",2014,78.8888888888889,35
"BRA",2012,78.8888888888889,30
"COL",2005,78.8888888888889,31
"CRI",2006,78.8888888888889,33
"DOM",2014,78.8888888888889,35
"ETH",2008,78.8888888888889,35.5
"IND",2004,78.8888888888889,27
"IND",2007,78.8888888888889,33.5
"JAM",2012,78.8888888888889,30
"JAM",2013,78.8888888888889,30.5
"JAM",2014,78.8888888888889,35
"MWI",2010,78.8888888888889,35
"MWI",2013,78.8888888888889,30.5
"MYS",2005,78.8888888888889,31
"MNG",2005,78.8888888888889,31
"MNG",2006,78.8888888888889,33
"MAR",2005,78.8888888888889,31
"MAR",2013,78.8888888888889,30.5
"MAR",2014,78.8888888888889,35
"NIC",2004,78.8888888888889,27
